__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dssC	moe2D_kS_dsssP	moe2D_kS_sCH3	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
SQ29852	7.44	15.48	1.683	1.199	3.045	2.618	-2.664	-0.6131	0.619	2.742	-2.716	-0.5819	0.6411	2.774	-2.415	-0.4453	0.7655	2.991	-0.8416	-0.4206	0.07839	2.847	-1.363	-0.3304	0.0873	2.873	-0.5298	-0.2254	0.196	3.078	26.25	13.53	9.188	24.07	12.36	8.379	9.92	3.009	-3.009	0.09724	0.1138	98.5	48.61	35.61	0	23.27	28.38	0	76.31	69.98	0	0	15.73	27.13	29.01	0.727	0.4821	0.1588	0.273	0.5179	0.1141	329	218.2	71.88	123.5	234.4	51.65	6.356	-6.356	0.1955	0.1558	0.59	0.2991	0.1588	0.41	0.7009	0.2511	267	135.4	71.88	185.5	317.2	113.6	11.35	77.08	24.43	25.39	13.64	32.9	239.2	65.92	14.8	1.714	76.64	16.13	65.1	78.3	3.186	18.87	0	88.22	132.1	14.8	130.2	0.3618	5.954	3.747	9.523	440.5	100.4	1.593	7	6	63	5	30	19	21	33	0	2	6	1	0	69.61	14	0.4516	6	64	2	31	14	0.4516	56	1.856	49.67	21.98	14.2	18.21	13.32	14.34	8.708	12.38	7.658	5.609	4.489	2.376	0.2041	0.8504	0.1179	9.334	3.579	5.889	2.505	0.25	0	6.908	2.289	3.863	1.322	0.04226	0	3.97	0.433	1.483	0.2194	3	0.7594	15	9.869	0	0	0	1.162	36.97	0	-1.579	-3.982	0	0	5.513	19.67	0	5.184	0	5.425	0	-2.025	1.269	0	8	4	1	0	1.783	-2.724	11.86	11	1	2	14	1	0.4667	0.875	8	0	2	452.5	580	18.23	0	280.8	41.33	94.57	2786	40	144
SQ29852_2A	8.49	18.47	1.861	1.199	3.067	2.69	-2.827	-0.5978	0.5799	2.839	-2.734	-0.5381	0.6268	2.914	-2.575	-0.4234	0.7225	3.09	-0.8416	-0.4126	0.07927	3.081	-1.363	-0.3245	0.112	3.114	-0.535	-0.2206	0.1931	3.306	30.54	15.56	9.924	28.42	14.45	9.203	11.41	3.285	-3.285	0.08905	0.1042	141.2	48.61	35.61	0	23.27	28.38	0	85.01	96.08	0	0	15.73	27.13	29.01	0.7669	0.4773	0.1356	0.2331	0.5227	0.09745	406.5	253	71.88	123.5	277	51.65	6.356	-6.356	0.1955	0.1558	0.65	0.2554	0.1356	0.35	0.7446	0.2144	344.5	135.4	71.88	185.5	394.6	113.6	13.9	77.08	24.43	34.21	13.64	32.9	314.6	65.92	14.8	3.521	76.64	16.13	65.1	78.3	12.01	18.87	0	88.22	207.6	14.8	130.2	0.322	6.248	3.905	10.06	522.6	118.8	1.504	7	6	79	5	36	25	27	43	0	2	6	1	0	86.83	15	0.3947	6	81	2	38	15	0.3947	73	1.573	60.6	25.97	18.18	22.2	17.3	17.3	11.67	15.34	10.62	8.361	7.241	2.709	0.5375	1.184	0.4512	11.73	5.963	8.286	4.894	0.25	0	9.003	4.144	5.936	3.17	0.04226	0	4.834	1.236	2.338	1.023	4	0.7333	18	9.935	0	0	0	1.169	38.53	0	-1.494	-4.024	0	0	5.614	20.44	0	10.4	0	5.606	0	-1.454	1.407	0	8	4	1	1	3.773	-5.4	14.44	17	0	3	17	2	0.5	1	9	0	3	530	712.7	18.23	0	348.5	41.33	94.57	4445	51	178
SQ29852_2B	9.31	18.47	1.861	1.199	3.067	2.69	-2.827	-0.5978	0.5799	2.839	-2.734	-0.5381	0.6268	2.914	-2.575	-0.4234	0.7225	3.09	-0.8416	-0.4126	0.07927	3.081	-1.363	-0.3245	0.112	3.114	-0.535	-0.2206	0.1931	3.306	30.54	15.56	9.924	28.42	14.45	9.203	11.41	3.285	-3.285	0.08905	0.1042	141.2	48.61	35.61	0	23.27	28.38	0	85.01	96.08	0	0	15.73	27.13	29.01	0.7669	0.4773	0.1356	0.2331	0.5227	0.09745	406.5	253	71.88	123.5	277	51.65	6.356	-6.356	0.1955	0.1558	0.65	0.2554	0.1356	0.35	0.7446	0.2144	344.5	135.4	71.88	185.5	394.6	113.6	13.9	77.08	24.43	34.21	13.64	32.9	314.6	65.92	14.8	3.521	76.64	16.13	65.1	78.3	12.01	18.87	0	88.22	207.6	14.8	130.2	0.322	6.248	3.905	10.06	522.6	118.8	1.504	7	6	79	5	36	25	27	43	0	2	6	1	0	86.83	15	0.3947	6	81	2	38	15	0.3947	73	1.573	60.6	25.97	18.18	22.2	17.3	17.3	11.67	15.34	10.62	8.361	7.241	2.709	0.5375	1.184	0.4512	11.73	5.963	8.286	4.894	0.25	0	9.003	4.144	5.936	3.17	0.04226	0	4.834	1.236	2.338	1.023	4	0.7333	18	9.935	0	0	0	1.169	38.53	0	-1.494	-4.024	0	0	5.614	20.44	0	10.4	0	5.606	0	-1.454	1.407	0	8	4	1	1	3.773	-5.4	14.44	17	0	3	17	2	0.5	1	9	0	3	530	712.7	18.23	0	348.5	41.33	94.57	4445	51	178
SQ29852_2E	8.97	17.42	2.24	1.199	2.757	2.905	-2.661	-0.6394	0.6535	2.684	-2.706	-0.5381	0.7142	2.771	-2.412	-0.4739	0.8116	2.94	-0.8414	-0.4157	0.08001	2.811	-1.363	-0.3299	0.1421	2.864	-0.5291	-0.2175	0.1959	3.06	29.23	15.88	11.52	25.06	13.55	9.792	10.29	3.184	-3.184	0.09187	0.1075	66.41	74.2	45.66	0	23.27	28.38	0	83.42	106.7	0	0	15.73	27.13	29.01	0.7529	0.5241	0.1438	0.2471	0.4759	0.1033	376.4	262	71.88	123.5	237.9	51.65	6.923	-6.923	0.1795	0.143	0.6352	0.3933	0.1438	0.3648	0.6067	0.221	317.6	196.6	71.88	182.4	303.3	110.5	12.76	77.08	21.31	28.51	9.654	35.65	289.6	65.92	14.8	2.756	79.76	13	61.11	78.3	3.186	18.87	0	176.4	94.34	17.56	130.2	0.3371	6.087	3.793	9.812	476.5	104.9	1.59	7	12	66	5	33	22	24	33	0	2	6	1	0	74.89	16	0.4706	12	67	2	34	16	0.4706	53	1.942	49.67	24.11	16.32	19.61	14.71	15.82	10.19	12.91	8.225	6.658	4.72	2.481	0.2041	0.8333	0.1179	9.852	4.524	5.695	2.764	0.25	0	7.824	3.069	3.97	1.562	0.04226	0	3.684	0.433	1.315	0.2194	2	0.7497	16	18.18	0	0	0	1.529	37.41	0	-1.847	-4.064	0	0	5.546	19.75	0	3.003	0	5.469	0	-1.235	1.074	0	8	4	1	0	2.784	-3.996	13.19	12	0	2	15	2	0.5	1	8	0	2	500	635.6	18.23	0	328.2	41.33	94.57	3526	44	156
SQ29852_2G	9.54	18.26	2.256	1.199	2.506	3.156	-2.661	-0.6167	0.6032	2.684	-2.706	-0.5372	0.6212	2.771	-2.412	-0.4311	0.754	2.94	-0.8414	-0.4235	0.06767	2.854	-1.363	-0.3357	0.09922	2.912	-0.5291	-0.2172	0.1876	3.103	33.21	17.64	11.96	28.97	15.33	10.36	12	3.686	-3.686	0.07938	0.0937	116.4	91.26	62.58	0	23.27	28.38	0	95.67	69.98	0	0	15.73	27.13	34.02	0.7723	0.4297	0.1362	0.2277	0.5703	0.09151	435.9	242.5	76.88	128.5	321.9	51.65	7.348	-7.348	0.1691	0.1347	0.5794	0.3138	0.1362	0.4206	0.6862	0.2843	327.1	177.1	76.88	237.4	387.3	160.5	14.07	77.08	43.31	28.51	20.14	35.65	254.4	65.92	85.57	2.774	101.8	13	61.11	78.3	3.186	89.64	0	141.1	94.34	28.04	148.6	0.3094	6.248	3.901	10.15	536.6	118.5	1.602	9	12	74	5	37	24	26	37	0	2	8	1	0	82.68	18	0.4737	12	75	2	38	18	0.4737	61	2.034	57.87	27.26	18.06	22.27	16.56	17.7	9.841	13.96	8.053	6.304	4.576	2.815	0.2041	0.9512	0.1179	11.43	4.215	6.306	2.658	0.25	0	9.051	2.813	4.355	1.49	0.04226	0	4.681	0.433	1.606	0.2194	2	0.7602	18	14.32	0	0	0	2.063	38.06	0	-1.984	-4.137	2.876	0	5.579	20.03	0	2.628	0	16.01	0	-1.316	1.007	0	10	4	1	1	2.483	-4.096	14.46	12	0	2	17	3	0.5	1	9	0	2	564.4	705.8	23.24	0	384.8	41.33	99.58	4736	53	176
SQ29852_2H	9.94	18.94	2.49	1.199	3.397	3.377	-2.661	-0.6308	0.6246	2.684	-2.706	-0.553	0.7035	2.771	-2.412	-0.4612	0.7951	2.94	-0.8414	-0.4207	0.07454	2.84	-1.363	-0.3551	0.1277	2.897	-0.5291	-0.2195	0.1957	3.089	30.54	15.56	10.25	26.54	13.46	8.845	9.923	3.625	-3.625	0.08071	0.09446	66.41	74.2	62.58	21.2	23.27	28.38	0	95.67	69.98	0	0	15.73	27.13	34.02	0.7521	0.4677	0.1483	0.2479	0.5323	0.0996	390	242.5	76.88	128.5	276	51.65	7.348	-7.348	0.1691	0.1347	0.5978	0.3416	0.1483	0.4022	0.6584	0.254	310	177.1	76.88	208.6	341.4	131.7	13.37	77.08	43.31	28.51	20.14	35.65	254.4	88.91	14.8	2.485	101.8	13	61.11	101.3	3.186	18.87	0	141.1	94.34	28.04	148.6	0.322	6.248	3.867	10.07	520.5	112.9	1.637	9	12	69	5	36	22	25	33	0	2	8	1	0	78.25	16	0.4211	12	71	2	38	16	0.4211	57	1.587	53.5	25.97	16.77	20.98	15.27	17.29	9.841	13.72	8.053	6.304	4.576	2.815	0.2041	0.9512	0.1179	11.53	4.215	6.295	2.658	0.25	0	8.918	2.813	4.297	1.49	0.04226	0	4.584	0.433	1.572	0.2194	2	0.7798	17	14.41	0	0	0	2.249	37.93	0	-1.957	-4.122	0	0	5.572	19.98	0	2.727	0	16.13	0	-1.3	1.021	0	10	4	1	1	2.489	-3.951	13.77	16	0	3	15	3	0.4706	0.8889	9	0	3	518.6	667.5	23.24	0	313.5	69.63	99.58	4391	50	178
SQ29852_2I	9.53	18.07	2.441	1.199	2.757	2.992	-2.661	-0.6264	0.6313	2.695	-2.713	-0.5381	0.6832	2.772	-2.412	-0.4529	0.7891	2.957	-0.8414	-0.4126	0.07927	2.88	-1.363	-0.3414	0.1383	2.921	-0.5292	-0.2202	0.1931	3.132	28.57	14.07	8.531	24.61	12.07	7.29	8.735	3.16	-3.16	0.0926	0.1084	83.65	65.67	35.61	0	23.27	28.38	0	73.37	106.7	0	0	15.73	27.13	29.01	0.7472	0.5158	0.1471	0.2528	0.4842	0.1057	365	252	71.88	123.5	236.6	51.65	6.917	-6.917	0.1796	0.1431	0.6473	0.3819	0.1471	0.3527	0.6181	0.2056	316.2	186.6	71.88	172.3	302	100.5	13.02	77.08	21.31	28.51	16.82	35.65	290.9	47.48	14.8	2.681	79.76	13	65.1	59.86	6.371	37.74	0	158.8	94.34	17.56	130.2	0.3364	6.17	3.791	9.895	488.5	106.4	1.587	7	12	67	5	34	23	25	33	0	2	6	1	0	76.65	14	0.3889	12	69	2	36	14	0.3889	55	1.595	49.67	24.55	16.77	20.11	15.21	16.32	10.77	13.46	8.839	7.483	5.439	2.654	0.3708	0.9903	0.2199	11.17	5.176	6.566	3.252	0.25	0	8.888	3.582	4.585	1.888	0.04226	0	4.759	0.7649	1.793	0.3962	3	0.756	16	16.86	0	0	0	2.401	38.24	0	-1.73	-4.067	0	0	5.576	20.24	0	3.831	0	5.54	0	-2.293	1.209	0	8	4	1	0	2.811	-4.179	13.43	16	0	3	13	2	0.5	1	8	0	3	488.6	646.2	18.23	0	316.8	41.33	94.57	3720	50	170
SQ29852_2K	9.53	16.97	1.683	1.199	3.045	2.618	-2.801	-0.5971	0.6122	2.755	-2.797	-0.5515	0.6178	2.842	-2.545	-0.4323	0.7473	3.011	-0.8415	-0.4184	0.08742	2.955	-1.363	-0.3283	0.08345	2.992	-0.5313	-0.227	0.1984	3.185	29.23	15.88	11.52	27.02	14.65	10.6	11.99	3.175	-3.175	0.09216	0.1079	105.5	57.14	45.66	0	23.27	28.38	0	76.31	96.08	0	0	15.73	27.13	29.01	0.755	0.4844	0.1425	0.245	0.5156	0.1024	380.7	244.3	71.88	123.5	260	51.65	6.356	-6.356	0.1955	0.1558	0.6321	0.2684	0.1425	0.3679	0.7316	0.2254	318.7	135.4	71.88	185.5	368.9	113.6	12.74	77.08	24.43	25.39	13.64	32.9	295.8	65.92	14.8	2.885	76.64	16.13	65.1	78.3	3.186	18.87	0	88.22	188.7	14.8	130.2	0.3371	6.087	3.793	9.812	482.6	110.6	1.535	7	6	72	5	33	22	24	39	0	2	6	1	0	78.89	16	0.4706	6	73	2	34	16	0.4706	65	1.941	56.23	24.11	16.32	20.33	15.44	15.82	10.19	13.85	9.131	6.658	5.569	2.481	0.2041	0.9001	0.1179	9.852	4.524	6.672	3.473	0.25	0	7.824	3.069	4.867	2.119	0.04226	0	3.684	0.433	1.537	0.2194	2	0.7386	16	9.902	0	0	0	1.165	37.62	0	-1.595	-4.013	0	0	5.572	19.86	0	7.89	0	5.538	0	-1.31	1.351	0	8	4	1	0	3.109	-3.643	13.26	12	0	2	17	2	0.5	1	8	0	2	504.2	653.3	18.23	0	328.2	41.33	94.57	3526	44	156
SQ29852_2P	6.47	18.44	2.292	1.199	3.111	3.005	-2.664	-0.6493	0.6973	2.759	-2.716	-0.5381	0.6774	2.776	-2.415	-0.4999	0.8543	3.01	-0.8415	-0.4126	0.07927	2.952	-1.363	-0.3247	0.1383	2.98	-0.5296	-0.22	0.1931	3.191	30.54	15.56	9.924	26.54	13.46	8.562	9.923	3.312	-3.312	0.08833	0.1034	94.23	69.94	35.61	0	23.27	28.38	0	69.82	131.3	0	0	15.73	27.13	29.01	0.7644	0.5205	0.1371	0.2356	0.4795	0.0985	400.9	272.9	71.88	123.5	251.4	51.65	7.25	-7.25	0.1714	0.1366	0.6462	0.3792	0.1371	0.3538	0.6208	0.2167	338.9	198.8	71.88	185.5	325.5	113.6	13.81	77.08	24.43	25.39	21.23	32.9	308.5	65.92	14.8	3.108	76.64	16.13	65.1	78.3	6.371	18.87	4.411	176.4	113.2	14.8	130.2	0.322	6.248	3.905	10.06	516.6	113.2	1.551	7	12	73	5	36	25	27	37	0	2	6	1	0	82.83	15	0.3947	12	75	2	38	15	0.3947	61	1.574	54.04	25.97	18.18	21.47	16.58	17.3	11.67	14.39	9.674	8.361	6.19	2.709	0.5375	1.091	0.3584	11.73	5.963	7.208	3.83	0.25	0	9.003	4.144	4.923	2.224	0.04226	0	4.834	1.236	2.021	0.7166	4	0.7433	18	19.37	0	0	0	2.119	38.41	0	-1.632	-4.056	0	0	5.596	20.36	0	4.242	0	5.566	0	-2.315	1.308	0	8	4	1	1	3.074	-4.226	14.36	17	0	3	15	2	0.5	1	9	0	3	524.4	695	18.23	0	348.5	41.33	94.57	4445	51	178
SQ29852_2Q	9.88	18.44	2.292	1.199	3.111	3.005	-2.664	-0.6493	0.6973	2.759	-2.716	-0.5381	0.6774	2.776	-2.415	-0.4999	0.8543	3.01	-0.8415	-0.4126	0.07927	2.952	-1.363	-0.3247	0.1383	2.98	-0.5296	-0.22	0.1931	3.191	30.54	15.56	9.924	26.54	13.46	8.562	9.923	3.312	-3.312	0.08833	0.1034	94.23	69.94	35.61	0	23.27	28.38	0	69.82	131.3	0	0	15.73	27.13	29.01	0.7644	0.5205	0.1371	0.2356	0.4795	0.0985	400.9	272.9	71.88	123.5	251.4	51.65	7.25	-7.25	0.1714	0.1366	0.6462	0.3792	0.1371	0.3538	0.6208	0.2167	338.9	198.8	71.88	185.5	325.5	113.6	13.81	77.08	24.43	25.39	21.23	32.9	308.5	65.92	14.8	3.108	76.64	16.13	65.1	78.3	6.371	18.87	4.411	176.4	113.2	14.8	130.2	0.322	6.248	3.905	10.06	516.6	113.2	1.551	7	12	73	5	36	25	27	37	0	2	6	1	0	82.83	15	0.3947	12	75	2	38	15	0.3947	61	1.574	54.04	25.97	18.18	21.47	16.58	17.3	11.67	14.39	9.674	8.361	6.19	2.709	0.5375	1.091	0.3584	11.73	5.963	7.208	3.83	0.25	0	9.003	4.144	4.923	2.224	0.04226	0	4.834	1.236	2.021	0.7166	4	0.7433	18	19.37	0	0	0	2.119	38.41	0	-1.632	-4.056	0	0	5.596	20.36	0	4.242	0	5.566	0	-2.315	1.308	0	8	4	1	1	3.074	-4.226	14.36	17	0	3	15	2	0.5	1	9	0	3	524.4	695	18.23	0	348.5	41.33	94.57	4445	51	178
SQ29852_2R	9.05	18.94	2.292	1.199	3.111	3.005	-2.665	-0.6296	0.6324	2.778	-2.718	-0.5381	0.6774	2.776	-2.416	-0.4856	0.7575	3.026	-0.8415	-0.4126	0.07927	2.975	-1.363	-0.3247	0.1383	2.994	-0.531	-0.2198	0.1931	3.21	31.53	16.31	10.83	27.5	14.17	9.381	10.53	3.361	-3.361	0.08704	0.1019	102.8	69.94	35.61	0	23.27	28.38	0	78.52	131.3	0	0	15.73	27.13	29.01	0.7719	0.52	0.1327	0.2281	0.48	0.09536	418.1	281.6	71.88	123.5	260	51.65	7.25	-7.25	0.1714	0.1366	0.6575	0.3671	0.1327	0.3425	0.6329	0.2098	356.1	198.8	71.88	185.5	342.8	113.6	14.26	77.08	24.43	29.8	16.82	32.9	327.4	65.92	14.8	3.183	76.64	16.13	65.1	78.3	10.78	37.74	0	176.4	113.2	14.8	130.2	0.3153	6.285	3.965	10.14	530.6	116.6	1.534	7	12	76	5	37	26	28	39	0	2	6	1	0	85.93	16	0.4103	12	78	2	39	16	0.4103	64	1.556	56.23	26.68	18.89	22.18	17.28	17.79	12.16	14.87	10.15	8.808	6.638	2.784	0.6124	1.172	0.4398	11.86	6.069	7.391	3.975	0.25	0	9.17	4.354	5.139	2.418	0.04226	0	4.695	1.075	1.975	0.6435	4	0.7375	19	19.65	0	0	0	2.238	38.47	0	-1.601	-4.052	0	0	5.604	20.4	0	5.025	0	5.579	0	-2.171	1.332	0	8	4	1	1	3.504	-4.428	14.83	17	0	3	16	2	0.4737	0.9	10	0	3	541.6	719.4	18.23	0	364.3	41.33	94.57	4867	51	182
SQ29852_2S	9.11	20.26	3.087	1.199	3.279	3.837	-2.664	-0.6314	0.6652	2.758	-2.717	-0.5381	0.6861	2.774	-2.415	-0.4736	0.8164	3.02	-0.8415	-0.4051	0.07887	2.924	-1.363	-0.3111	0.1389	2.953	-0.5296	-0.2187	0.1931	3.171	31.53	16.31	10.83	28.71	14.81	9.813	11.49	3.362	-3.362	0.08702	0.1018	99.05	69.94	35.61	0	23.27	28.38	0	92.12	106.7	19.76	0	15.73	27.13	29.01	0.7741	0.5313	0.1315	0.2259	0.4687	0.09447	423.2	290.5	71.88	123.5	256.2	51.65	7.438	-7.438	0.167	0.1331	0.6234	0.3958	0.1676	0.3766	0.6042	0.209	340.8	216.4	91.64	205.9	330.4	114.3	14.5	77.08	24.43	26.94	16.41	32.9	308.5	65.92	47.02	3.485	76.64	16.13	67.87	78.3	3.186	20.42	0	176.4	113.2	47.02	130.2	0.3153	6.285	3.965	10.14	548.6	120.9	1.633	7	12	74	5	37	26	27	37	0	2	6	1	1	85.73	16	0.4103	12	76	2	39	16	0.4103	62	1.556	56.32	26.68	18.18	22.69	16.58	17.79	11.34	15.42	9.385	7.418	5.448	2.784	0.2041	1.408	0.1179	11.86	4.827	8.164	3.048	0.25	0	9.17	3.166	5.908	1.645	0.04226	0	4.695	0.433	2.352	0.2194	4	0.7648	19	19.51	0	0	0	2.153	38.45	0	-1.627	-4.058	0	0	5.602	20.39	0	4.26	0	5.572	1.533	-2.284	1.311	0	8	4	1	1	3.67	-5.338	15.12	17	0	3	16	2	0.4737	0.9	10	0	3	546.7	717.4	18.23	0	372.2	41.33	94.57	4867	51	182
SQ29852_2T	9.28	20.26	3.087	1.199	3.279	3.837	-2.664	-0.6314	0.6652	2.758	-2.717	-0.5381	0.6861	2.774	-2.415	-0.4736	0.8164	3.02	-0.8415	-0.4051	0.07887	2.924	-1.363	-0.3111	0.1389	2.953	-0.5296	-0.2187	0.1931	3.171	31.53	16.31	10.83	28.71	14.81	9.813	11.49	3.362	-3.362	0.08702	0.1018	99.05	69.94	35.61	0	23.27	28.38	0	92.12	106.7	19.76	0	15.73	27.13	29.01	0.7741	0.5313	0.1315	0.2259	0.4687	0.09447	423.2	290.5	71.88	123.5	256.2	51.65	7.438	-7.438	0.167	0.1331	0.6234	0.3958	0.1676	0.3766	0.6042	0.209	340.8	216.4	91.64	205.9	330.4	114.3	14.5	77.08	24.43	26.94	16.41	32.9	308.5	65.92	47.02	3.485	76.64	16.13	67.87	78.3	3.186	20.42	0	176.4	113.2	47.02	130.2	0.3153	6.285	3.965	10.14	548.6	120.9	1.633	7	12	74	5	37	26	27	37	0	2	6	1	1	85.73	16	0.4103	12	76	2	39	16	0.4103	62	1.556	56.32	26.68	18.18	22.69	16.58	17.79	11.34	15.42	9.385	7.418	5.448	2.784	0.2041	1.408	0.1179	11.86	4.827	8.164	3.048	0.25	0	9.17	3.166	5.908	1.645	0.04226	0	4.695	0.433	2.352	0.2194	4	0.7648	19	19.51	0	0	0	2.153	38.45	0	-1.627	-4.058	0	0	5.602	20.39	0	4.26	0	5.572	1.533	-2.284	1.311	0	8	4	1	1	3.67	-5.338	15.12	17	0	3	16	2	0.4737	0.9	10	0	3	546.7	717.4	18.23	0	372.2	41.33	94.57	4867	51	182
